Date,Town,State/Province,Latitude,Longitude,Number
11/20/2016,Plano,TX,33,-96.7,1
11/14/2016,Villas del Poniente,NLE,25.8,-100.4,1000
11/12/2016,Natalia,TX,29.2,-98.9,100
11/11/2016,Rancho Alegre,TAM,23,-99.1,1
11/11/2016,Natalia,TX,29.2,-98.9,100
11/9/2016,Plano,TX,33,-96.7,1
11/9/2016,Plano,TX,33,-96.7,2
11/8/2016,Austin,TX,30.4,-97.7,3
11/8/2016,Natalia,TX,29.2,-98.8,28
11/8/2016,Natalia,TX,29.2,-98.8,76
11/8/2016,Natalia,TX,29.2,-98.8,126
11/8/2016,Luna,GUA,20,-100.6,350
11/8/2016,San Pedro Garza García,NLE,25.6,-100.4,264
11/7/2016,San Pedro Garza García,NLE,25.6,-100.4,14
11/3/2016,Emeterio Tovar,GUA,20.1,-100.7,100
11/3/2016,Emeterio Tovar,GUA,20.2,-100.7,289
11/2/2016,Chapel Hill,NC,35.9,-79.1,100
11/2/2016,Sierra Chincua Sanctuary,MIC,19.7,-100.3,1
10/31/2016,Fort Worth,TX,32.7,-97.4,150
10/30/2016,Duck,NC,36.2,-75.8,270
10/29/2016,Villas del Poniente,NLE,25.8,-100.4,118
10/28/2016,Wilmington,NC,34.3,-77.7,127
10/27/2016,Pisgah Forest,NC,35.3,-82.7,100
10/27/2016,Arlington,TX,32.7,-97.1,100
10/27/2016,Prairie Hill,TX,31.7,-96.7,300
10/27/2016,General Zaragoza,NL,23.9,-97.9,400
10/27/2016,Gral Zaragoza,NLE,23.9,-99.8,5000
10/27/2016,Hempstead,TX,30.1,-96.1,200
10/26/2016,Santa Catarina,NLE,25.7,-100.4,350
10/26/2016,Pensacola Beach,FL,30.3,-87.2,100
10/26/2016,Asheville,NC,35.6,-82.6,100
10/25/2016,Ocean City,MD,38.4,-75.1,25
10/25/2016,Berlin,MD,38.2,-75.2,38
10/25/2016,Austin,TX,30.4,-97.9,38
10/25/2016,Austin,TX,30.3,-97.7,30
10/25/2016,Bergheim,TX,29.8,-98.6,5
10/25/2016,De Montelongo,NLE,24.2,-100,100
10/25/2016,Berlin,MD,38.3,-75.2,38
10/24/2016,,MD,38.1,-75.2,24
10/24/2016,Bay Shore,NY,40.6,-73.2,22
10/24/2016,Saltillo,COA,25.4,-101,2000
10/24/2016,Arteaga,COA,25.5,-100.9,36
10/24/2016,Plano,TX,33,-96.7,22
10/24/2016,Ocean City,MD,38.3,-75.1,500
10/24/2016,Austin,TX,30.4,-97.9,88
