Date,Town,State/Province,Latitude,Longitude,Number
11/10/2020,Monterrey,NLE,25.7,-100.3,200
11/9/2020,Cape May,NJ,38.9,-74.9,50
11/9/2020,Gulf Shores,AL,30.2,-87.8,50
11/8/2020,Cape May,NJ,38.9,-74.9,50
11/7/2020,Cape May,NJ,38.9,-74.9,38
11/7/2020,Ocean Beach,NY,40.6,-73.1,24
11/4/2020,Lower Twp,NJ,38.9,-75,50
11/3/2020,Cape May,NJ,38.9,-74.9,50
11/1/2020,Galveston,TX,29.1,-95,30
10/30/2020,Hilton Head Island,SC,32.1,-80.8,300
10/28/2020,Cadereyta de Montes,QUE,20.7,-99.8,505
10/28/2020,Monterrey,NLE,25.6,-100.3,240
10/27/2020,Saltillo,COA,25.4,-101,80
10/27/2020,Gï¿½mez Farï¿½as,TAM,23,-99.1,176
10/26/2020,Acï¿½mbaro,GUA,20.1,-100.7,300
10/26/2020,León,GUA,21.2,-101.5,300
10/25/2020,Acambaro,GUA,20,-100.7,750
10/25/2020,Texcaltitlan,MEX,18.9,-99.9,40
10/24/2020,Cape May,NJ,38.9,-74.9,14
10/24/2020,Fairhope,AL,30.5,-87.9,65
10/24/2020,Monterrey,NLE,25.6,-100.3,110
10/24/2020,Media,PA,39.9,-75.4,4
10/24/2020,New Ringgold,PA,40.6,-76,4
10/23/2020,Donato Guerra,MEX,19.4,-100.3,13
10/23/2020,Independence,KY,38.9,-84.5,50
10/23/2020,Media,PA,39.9,-75.4,3
10/22/2020,Cape May,NJ,38.9,-74.9,30
10/22/2020,Cobb Island,MD,38.3,-76.9,30
10/22/2020,Mcveytown,PA,40.5,-77.8,4
10/21/2020,Mandeville,LA,30.3,-90.1,500
10/21/2020,Cape May,NJ,38.9,-74.9,30
10/20/2020,Cape May,NJ,38.9,-74.9,34
10/20/2020,Cape May,NJ,38.9,-74.9,75
10/20/2020,Media,PA,39.9,-75.4,5
10/20/2020,New Ringgold,PA,40.6,-76,3
10/18/2020,Turtletown,TN,35,-84.4,75
10/18/2020,Mcveytown,PA,40.5,-77.8,9
10/18/2020,Media,PA,39.9,-75.4,4
10/18/2020,New Ringgold,PA,40.6,-76,3
10/17/2020,Falfurrias,TX,27.2,-98.2,80
10/17/2020,Clinton,IN,39.7,-87.5,15
10/17/2020,Media,PA,39.9,-75.4,4
10/17/2020,New Ringgold,PA,40.6,-76,6
10/16/2020,Monterrey,NLE,25.6,-100.3,38
10/16/2020,San Juan de Boquillas,COA,27,-101.9,700
10/16/2020,Santa Catarina,NLE,25.7,-100.5,40
10/16/2020,Saltillo,COA,25.4,-101,50
10/16/2020,Dolores,COA,26.3,-101.4,800
10/16/2020,Apodaca,NLE,25.8,-100.3,453
10/16/2020,Apodaca,NLE,25.7,-100.2,385
10/15/2020,Del Rio,TX,29.5,-101,780
10/15/2020,Stearns,KY,36.8,-84.6,13
10/15/2020,Copperhill,TN,35,-84.4,20
10/15/2020,El Nacimiento,COA,28,-101.8,700
10/14/2020,Richardson,TX,32.9,-96.7,14
10/14/2020,Independence,KY,38.9,-84.5,140
10/14/2020,Avalon,NJ,39.1,-74.7,50
10/14/2020,Mebane,NC,36,-79.3,20
10/14/2020,Mcveytown,PA,40.5,-77.8,4
10/13/2020,Del Rio,TX,29.5,-101,160
10/13/2020,Sabinas,COA,27.9,-101.1,700
10/13/2020,Longport,NJ,39.3,-74.5,200
10/13/2020,Amherstburg,ON,42,-83,8
10/12/2020,Independence,KY,38.9,-84.5,280
10/11/2020,Cape May Point,NJ,38.9,-75,5000
10/11/2020,Midland,TX,32,-102.1,2000
10/10/2020,Fort Lee,NJ,40.9,-74,20
10/10/2020,Independence,KY,38.9,-84.5,270
10/10/2020,Manahawkin,NJ,39.7,-74.2,50
10/10/2020,Boerne,TX,29.9,-98.6,119
10/10/2020,Amherstburg,ON,42,-83,5
10/10/2020,New Ringgold,PA,40.6,-76,4
10/9/2020,Raleigh,NC,35.8,-78.7,41
10/9/2020,Del Rio,TX,29.5,-101,161
10/9/2020,Odessa,TX,31.9,-102.3,300
10/9/2020,Independence,KY,38.9,-84.5,250
10/9/2020,Canyon Lake,TX,29.9,-98.2,50
10/9/2020,Cape May,NJ,38.9,-74.9,56
10/9/2020,Sagaponack,NY,40.9,-72.3,18
10/9/2020,Water Mill,NY,40.9,-72.3,12
10/9/2020,Hampton Bays,NY,40.8,-72.5,41
10/9/2020,Fire Island,NY,40.6,-73.2,500
10/9/2020,Amherstburg,ON,42,-83,6
10/9/2020,Mcveytown,PA,40.5,-77.8,5
10/9/2020,Media,PA,39.9,-75.4,17
10/8/2020,Independence,KY,38.9,-84.5,300
10/8/2020,Del Rio,TX,29.5,-101,127
10/8/2020,Boerne,TX,29.9,-98.6,47
10/8/2020,Raleigh,NC,35.8,-78.7,20
10/8/2020,Bay Shore,NY,40.6,-73.2,125
10/8/2020,Cape May Point,NJ,38.9,-75,10000
10/8/2020,Amherstburg,ON,42,-83,7
10/8/2020,New Ringgold,PA,40.6,-76,6
10/7/2020,Odessa,TX,31.9,-102.2,500
10/7/2020,Scotland,MD,38.1,-76.3,40
10/7/2020,Myrtle Beach,SC,33.7,-78.9,83
10/7/2020,Independence,KY,38.9,-84.5,500
10/7/2020,Media,PA,39.9,-75.4,7
10/7/2020,New Ringgold,PA,40.6,-76,7
10/6/2020,Richardson,TX,32.9,-96.7,16
10/6/2020,Villas,NJ,39,-74.9,15
10/6/2020,Addison,TX,32.9,-96.8,20
10/6/2020,Hot Springs Village,AR,34.7,-93,14
10/6/2020,Arlington,TX,32.7,-97.2,12
10/6/2020,Plano,TX,33,-96.8,25
10/6/2020,Raleigh,NC,35.7,-78.7,11
10/6/2020,Pocahontas,AR,36.3,-91,100
10/6/2020,Fort Hood,TX,31.2,-97.8,1500
10/6/2020,New Ringgold,PA,40.6,-76,19
10/5/2020,Media,PA,39.9,-75.4,34
10/5/2020,New Ringgold,PA,40.6,-76,4
10/4/2020,Fort Davis,TX,30.6,-103.9,13
10/4/2020,Media,PA,39.9,-75.4,37
10/4/2020,New Ringgold,PA,40.6,-76,9
10/3/2020,Rule,TX,33.2,-99.9,100
10/3/2020,Wappingers Falls,NY,41.5,-74,34
10/3/2020,Mequon,WI,43.2,-88,100
10/3/2020,Mckinney,TX,33.2,-96.7,20
10/3/2020,Canton,NC,35.3,-82.8,50
10/3/2020,Point Pelee National Park,ON,41.9,-82.5,24
10/3/2020,Amherstburg,ON,42,-83,3
10/3/2020,Mcveytown,PA,40.5,-77.8,4
10/3/2020,Media,PA,39.9,-75.4,17
10/3/2020,New Ringgold,PA,40.6,-76,6
10/2/2020,Steeles Tavern,VA,38,-79.3,55
10/2/2020,Irving,NY,42.6,-79.1,200
10/2/2020,Babylon,NY,40.6,-73.3,68
10/2/2020,Wappingers Falls,NY,41.5,-74,4
10/2/2020,Mcveytown,PA,40.5,-77.8,4
10/2/2020,Media,PA,39.9,-75.4,7
10/2/2020,New Ringgold,PA,40.6,-76,18
10/1/2020,Walhalla,SC,34.8,-83.1,12
10/1/2020,West Nyack,NY,41.1,-74,11
10/1/2020,Wappingers Falls,NY,41.5,-74,12
10/1/2020,Springdale,AR,36.2,-94.1,74
10/1/2020,Fredericksburg,VA,38.2,-77.3,20
10/1/2020,Del Rio,TX,29.5,-101,770
10/1/2020,Blue Eye,MO,36.5,-93.3,100
