Date,Town,State/Province,Latitude,Longitude,Number
11/13/2015,Folly Beach,SC,32.7,-79.9,1000
11/10/2015,Saltillo,COA,25.4,-101,478
11/9/2015,Juriquilla,QUE,20.7,-100.4,620
11/8/2015,Jurica,QUE,20.6,-100.4,500
11/5/2015,San Miguel de Allende,GUA,20.9,-100.7,300
11/5/2015,Medina,GUA,20.9,-100.3,300
11/5/2015,La Puerta de San Antonio,SLP,21.7,-100.9,60
11/4/2015,Sierra Gorda,QUE,21.3,-99.7,3000
11/3/2015,Ocampo,MIC,19.6,-100.3,1
11/3/2015,Gómez Farías,TAM,23,-99.2,870
11/3/2015,Tula,TAM,23,-99.6,30
11/3/2015,Tula,TAM,23,-99.6,1200
11/3/2015,Ejido Acahuales,TAM,23.9,-99.6,100
11/3/2015,Ejido Acahuales,TAM,22.9,-99.5,1000
11/3/2015,Ejido Eligio Treviño,TAM,22.9,-99.5,980
11/3/2015,Ejido Eligio Treviño,TAM,22.9,-99.5,400
11/3/2015,Santa Maria de Guadalupe,TAM,22.9,-99.5,100
11/2/2015,Live Oak,TX,29.6,-98.3,25
11/2/2015,Gomez Farias,TAM,22.9,-99,3000
11/2/2015,Guadalupe,NL,25.7,-100.2,184
11/2/2015,Lomas de Lourdes,COA,25.4,-101,250
11/2/2015,Gómez Farías,TAM,23.1,-99.2,3000
11/2/2015,Ciudad Victoria,TAM,23.4,-99.4,5
11/2/2015,Ciudad Victoria,TAM,23.4,-99.5,1000
11/2/2015,Bustamante,TAM,23.3,-99.6,150
11/2/2015,Bustamante,TAM,23.3,-99.7,200
11/2/2015,Bustamante,TAM,23.3,-99.7,200
11/2/2015,Pedro Ruiz Molina,TAM,23.1,-99.7,36
11/1/2015,Morelia,MIC,19.8,-101.2,50
11/1/2015,Ciudad Victoria,TAM,23.8,-99.2,900
11/1/2015,Angangeuo,MIC,19.6,-100.3,2
11/1/2015,Guadalupe,NL,25.7,-100.3,150
10/31/2015,Ciudad Victoria,TAM,23.6,-99.2,5000
10/31/2015,Austin,TX,30.3,-97.8,100
10/31/2015,Austin,TX,30.2,-97.7,200
10/31/2015,Ciudad Victoria,TAM,23.8,-99.2,5000
10/31/2015,Novillo Canyon,TAM,23.6,-99.4,3000
10/31/2015,Saltillo,COA,25.4,-101,1
10/31/2015,Saltillo,COA,25.4,-101,60
10/31/2015,Saltillo,COA,25.4,-101,1
10/29/2015,Monterrey,NLE,25.7,-100.3,138
10/29/2015,Monterrey,NL,25.7,-100.3,100
10/29/2015,San Luis Potosí,SLP,22.2,-100.8,60
10/29/2015,Ciudad Valles,SLP,22,-99,60
10/29/2015,Parque Ecológico Chipinque,NL,25.6,-100.4,1000
10/29/2015,Arteaga,COA,25.4,-101.8,160
10/29/2015,Dr. Arroyo,NL,23.7,-100.2,1
10/28/2015,VICTORIA,TX,28.9,-97,56
10/28/2015,Guadalupe,NL,25.7,-100.2,5000
10/28/2015,Monterrey,NL,25.7,-100.3,800
10/28/2015,Gómez Farías,TAM,23,-99.2,1800
10/28/2015,San Nicolás de los Garza,NL,25.8,-100.3,40
10/27/2015,Ciudad Victoria,TAM,23.7,-99.2,1
10/27/2015,Guadalupe,NL,25.7,-100.2,97
10/27/2015,Monterrey,NL,25.7,-100.3,27
10/27/2015,Galveston,TX,29.3,-94.8,100
10/27/2015,Saltillo,COA,25.4,-101,100
10/27/2015,Colonia Olinalá,NL,25.7,-100.4,3000
10/27/2015,Santiago,NL,25.4,-100.1,3000
10/27/2015,Ramos Arizpe,COA,25.6,-101,200
10/27/2015,Cerro de La Silla,NL,25.6,-100.2,450
10/26/2015,Guadalupe,NLE,25.7,-100.2,100
10/26/2015,Monterrey,NL,25.7,-100.3,27
10/26/2015,Santa Catarina,NL,25.7,-100.4,50
10/26/2015,Natalia,TX,29.2,-98.9,79
10/26/2015,garza garcia,NL,25.7,-100.3,300
10/26/2015,San Nicolas de Los Garza,NL,25.7,-100.3,23
10/26/2015,San Pedro Garza García,NL,25.7,-100.3,200
10/26/2015,Monterrey,NL,25.7,-100.3,50
10/26/2015,Saltillo,COA,25.4,-101,600
10/26/2015,Saltillo,COA,25.4,-101,540
10/26/2015,Apodaca,NL,25.8,-100.3,62
10/26/2015,Chipinque,NL,25.6,-100.4,1286
10/26/2015,San Nicolás de los Garza,NL,25.8,-100.3,324
10/26/2015,Guadalupe,NL,25.7,-100.3,200
10/26/2015,Monterrey,NL,25.7,-100.3,200
10/26/2015,Monterrey,NL,25.7,-100.3,400
10/26/2015,Monclova,COA,26.9,-101.4,1
10/26/2015,San Nicolás de los Garza,NL,25.8,-100.3,444
10/26/2015,Monterrey,NL,25.7,-100.3,200
10/25/2015,Natalia,TX,29.2,-98.9,22
10/25/2015,Natalia,TX,29.2,-98.9,83
10/25/2015,Monterrey,NLE,25.7,-100.3,150
10/25/2015,Ciudad Victoria,TAM,23.7,-99.2,4500
10/25/2015,Saltillo,COA,25.4,-101,200
10/25/2015,Monterrey,NL,25.7,-100.3,1000
10/25/2015,Monterrey,NL,25.7,-100.3,60
10/25/2015,Monterrey,NL,25.7,-100.3,20
10/25/2015,Monterrey,NL,25.7,-100.3,100
10/25/2015,Saltillo,COA,25.4,-101,3000
10/25/2015,Monterrey,NL,25.7,-100.3,200
